customer_id,revenue
652,12360.18
273,2241.10
51,14266.84
951,4621.23
839,16580.52
70,16273.34
350,13766.31
758,4082.94
539,18795.98
874,12566.38
278,17075.13
946,11720.90
176,8748.70
576,15950.95
292,27717.74
663,21417.40
929,13008.53
770,14608.73
22,8884.93
271,15569.68
417,8615.74
764,9182.26
556,6207.71
529,21508.88
638,15608.33
791,7639.00
775,14887.00
940,12719.70
173,4683.11
390,11843.10
42,23920.40
189,11827.04
161,16143.19
876,16381.67
113,12981.13
632,12228.72
658,27509.24
120,13947.52
802,20791.25
578,27751.37
695,13777.50
815,10953.49
440,13955.96
794,22785.49
57,23222.77
19,24607.04
160,25531.96
644,18549.68
824,12738.38
508,14865.33
357,11685.15
769,7011.21
266,13812.59
315,14501.16
366,9531.64
307,9920.38
841,23042.29
91,21635.28
803,9686.07
305,11350.15
54,15721.12
181,11678.10
743,13170.91
10,10515.07
35,27782.58
963,15536.41
220,15694.29
823,17545.77
822,17500.70
400,15000.78
241,14348.54
175,22303.93
596,21010.15
285,13710.93
50,16333.49
13,19928.33
391,9188.63
487,20165.08
2,15591.80
699,17050.99
246,11032.34
75,13968.03
128,14622.74
714,13675.16
344,12674.54
906,21295.06
909,13090.07
745,16494.76
152,8446.71
534,26977.99
428,21586.96
637,19955.72
355,15062.44
747,16996.94
222,6972.99
164,10385.17
777,21258.78
922,10915.99
453,12859.45
787,16001.75
186,13781.38
501,22313.03
750,6435.72
545,2789.68
182,30555.72
18,9424.56
977,16498.94
528,10640.04
27,16510.54
143,17726.10
563,19955.13
811,13679.75
496,14002.48
58,28438.80
228,22877.22
667,13795.37
814,13199.00
668,16922.95
294,6002.87
850,8551.88
481,14493.39
645,14977.09
926,9772.63
607,17315.04
438,11647.25
382,31677.38
258,14020.77
853,13129.54
378,15705.93
483,15688.25
84,5504.06
799,24536.61
276,12910.54
646,16647.45
379,14248.62
320,11692.01
115,14734.16
942,11931.63
97,14052.27
108,12324.44
59,9568.60
589,16020.18
127,17632.25
555,22059.74
329,9013.78
682,21111.89
567,13156.92
44,15802.81
816,16730.93
153,27513.11
676,9994.62
507,5815.36
778,17721.88
944,10592.11
214,14547.04
847,3299.94
419,23085.98
664,22716.06
551,14957.76
532,8182.69
945,19251.87
95,14036.64
948,7961.69
259,11579.20
519,16823.63
965,13105.99
172,13323.37
409,20448.43
30,10637.49
840,11083.19
521,16236.61
3,22016.12
936,27785.52
324,8042.77
981,14130.47
921,24584.15
249,14461.82
255,19379.91
639,11191.81
296,20865.27
984,16898.19
209,7715.68
74,7566.65
937,18406.31
138,17499.07
868,25097.39
34,16178.78
418,18830.43
947,23910.73
978,2329.79
972,9086.91
761,26069.88
407,13477.66
90,14781.53
904,18297.41
443,6743.64
387,19114.74
39,18461.72
690,24160.62
526,14695.63
393,13189.70
524,15590.71
312,14640.87
498,10835.87
862,16538.26
494,10542.63
469,14777.21
683,18774.93
118,7457.22
608,23148.53
317,6978.49
793,12659.98
702,11627.56
488,14159.80
126,11621.74
194,12144.38
360,20154.08
463,12586.71
99,13448.14
476,6722.44
629,19623.06
883,18493.90
726,20857.29
374,15350.83
224,23867.41
719,18775.04
318,18120.18
756,17815.38
933,5721.12
354,4630.65
442,20553.81
647,19201.70
12,21377.04
593,24259.29
479,22690.10
293,16505.37
495,13936.14
154,8659.49
234,15331.50
657,19910.59
474,18036.79
899,26701.52
935,34147.95
675,4703.28
748,14771.44
696,6318.41
969,15967.26
264,22997.20
270,21010.36
435,15428.02
898,6588.33
384,3092.67
351,10006.32
116,5109.47
970,6799.13
732,20917.43
837,12437.27
826,8731.92
431,12722.20
911,10224.30
462,15053.41
491,17759.47
734,12333.72
855,25167.81
436,9811.04
180,12306.91
967,10543.59
870,19500.04
626,16412.98
263,26351.91
836,9229.14
784,14607.64
711,9546.69
470,7914.67
780,15403.22
768,9915.71
838,19416.73
478,13953.92
149,20937.04
577,8736.61
505,10128.71
280,17832.03
88,22652.17
188,17341.62
461,17696.31
240,17149.79
328,12208.70
717,14968.52
525,18948.10
634,7660.17
650,14168.69
703,15923.75
210,14642.38
226,13861.56
48,26953.89
710,14868.95
843,17570.63
447,4531.66
298,14875.81
81,20776.59
954,16521.11
800,21076.57
204,15138.87
5,29299.21
456,13238.28
796,14120.35
531,11442.26
283,18216.40
807,10782.76
624,8282.81
546,20467.37
686,25687.47
297,13590.22
681,17909.34
361,19991.62
303,18463.30
974,7650.44
829,15661.95
785,10386.37
643,11716.18
472,14412.86
444,13158.83
233,16835.95
537,17591.98
89,14648.15
93,13686.17
373,11890.13
252,16119.42
343,34797.65
31,12455.62
723,4670.72
497,12588.24
155,15349.86
884,22895.73
722,9371.62
609,10716.45
953,18997.47
416,13972.83
195,15524.92
199,13826.79
369,19030.61
441,22113.85
243,16692.97
902,11813.06
740,12272.07
892,7810.83
856,4314.61
230,24862.92
503,14360.73
78,8805.36
573,9678.98
994,9432.00
987,17004.10
250,18304.55
852,13496.44
611,5107.38
621,21802.46
865,13424.73
106,14139.11
962,24053.03
178,14186.15
795,17573.67
809,15019.27
585,16741.65
8,20717.79
934,10754.57
908,28559.13
708,5945.16
455,14638.47
370,11868.84
684,11039.17
713,20487.98
448,15868.26
396,19091.67
930,18001.49
701,10482.65
132,15577.32
514,19396.30
322,8355.38
854,13600.55
389,23983.21
916,10600.29
863,14695.28
114,23939.67
60,8956.88
754,6643.91
289,15125.42
518,26108.21
65,14840.18
583,8674.21
693,14151.65
98,19742.85
744,11256.57
715,10850.71
527,9675.60
490,11674.45
235,11525.26
119,22074.63
763,13713.38
627,20105.08
286,12023.88
306,16260.13
376,13592.40
147,9507.79
480,21576.66
860,20031.90
338,26912.46
358,12160.68
412,12866.55
989,9615.40
26,10893.93
564,4587.62
950,18921.64
72,6509.68
535,16020.27
642,16552.36
77,14391.26
232,12699.71
725,17044.74
131,19844.74
37,21573.25
310,30073.66
832,15579.76
907,4979.26
584,9750.94
746,25466.86
806,21611.56
353,11654.38
939,6521.52
834,5724.85
831,11221.99
813,15155.34
574,14112.25
225,13114.82
333,8794.76
174,10235.62
45,11724.48
134,11554.63
891,8962.63
918,19670.89
975,16398.66
36,17195.31
848,17167.70
102,16519.62
430,23513.65
158,15657.23
533,17046.11
915,13645.60
459,26108.36
207,16984.35
123,16408.06
979,16453.52
871,9265.77
881,15546.82
385,18818.16
492,26792.94
544,13605.63
365,24426.58
704,24757.82
157,21772.15
606,29342.58
618,13379.09
308,11214.47
880,28749.85
313,12883.00
140,16775.07
137,13307.77
248,4640.91
208,14360.38
392,11689.86
614,11379.46
24,18188.35
191,10762.66
966,4412.83
760,9453.00
94,14009.42
218,6179.26
49,15176.95
671,17433.52
580,9455.43
742,4795.37
912,14467.49
846,8993.07
938,16676.59
87,14492.01
184,15983.62
753,15985.45
477,5029.76
550,7194.79
394,9801.14
272,14368.61
781,10200.95
867,18034.54
190,12844.09
858,14389.24
554,6323.10
424,11717.60
406,22132.74
670,16355.68
309,14345.65
849,13293.43
509,20881.76
919,18275.17
156,18110.54
932,12946.60
475,9475.20
641,21592.25
961,27253.51
888,25127.73
282,28469.18
269,21406.24
733,16061.31
261,5656.45
502,12988.38
117,15417.51
40,12058.01
125,15564.02
257,25257.72
700,6315.40
43,9478.20
587,13947.76
187,21851.65
349,13197.91
914,16009.05
766,22506.60
728,16443.98
506,9752.23
242,12068.63
331,6826.09
599,25858.95
913,12849.45
677,7613.46
29,12119.37
4,16752.97
698,19085.31
96,7760.84
466,9862.59
201,14292.89
844,10454.58
980,9478.72
631,17026.61
107,10352.61
6,12200.48
446,10182.51
749,6483.10
86,21120.63
920,12718.76
219,5390.27
363,15023.02
66,24689.53
231,15931.35
661,13104.06
512,12683.62
340,24035.44
873,19037.99
523,16393.14
356,15856.15
414,15182.41
458,26421.95
640,18207.51
368,27588.91
735,18369.72
538,15727.46
166,18358.33
595,16214.68
142,14532.18
924,27501.68
410,3871.32
872,8785.92
792,10706.38
896,19491.49
651,14033.61
381,7562.73
38,11537.06
359,17446.41
597,19825.65
193,7155.26
548,8142.94
730,10129.69
217,8073.70
709,8159.14
47,18363.69
886,10352.47
177,16721.73
727,12430.78
985,18155.88
810,17109.76
779,14722.31
110,27249.51
145,11692.66
931,9468.94
557,14265.70
718,14121.89
485,11321.30
623,15086.35
229,15668.95
559,5317.19
304,12723.36
788,6894.51
52,12135.73
633,6369.95
341,26960.51
450,19040.19
900,12362.65
405,19440.78
170,13020.84
712,13700.46
762,6771.48
996,9036.64
192,12106.25
513,10728.88
101,10836.74
473,19219.95
69,15809.16
878,23724.07
679,14686.70
375,12481.08
983,9761.52
415,5260.34
976,23429.46
729,17422.47
680,16769.95
408,13320.76
782,15669.90
689,14715.17
982,19481.43
522,5935.05
674,11386.92
630,21743.74
11,15305.01
575,27059.67
821,16327.29
401,10497.75
659,15915.34
739,18998.04
279,4210.68
9,18545.34
903,11983.58
716,12400.29
741,21976.66
897,17530.85
543,11915.80
565,14426.43
736,26706.01
566,10134.36
85,22540.01
457,23633.81
592,21123.05
281,4701.29
687,14371.88
553,9402.66
302,19622.44
288,6262.79
21,10692.04
622,1547.54
927,4298.72
774,10073.32
398,11519.68
635,22449.81
388,7521.63
165,12883.49
56,10309.33
151,5694.29
820,14383.95
992,19478.40
620,9604.97
894,16378.71
245,16156.48
205,20059.24
67,14322.20
325,17061.84
895,10524.66
673,14862.71
783,18306.04
484,19872.52
334,20917.49
144,18937.78
558,12813.65
540,12788.46
168,18771.38
598,18388.66
471,22366.27
287,18183.80
464,13518.67
167,12612.81
277,29876.66
290,7215.22
300,15919.87
662,16883.69
284,20111.80
342,15580.51
367,24840.05
588,15812.58
41,15425.71
46,16089.49
206,15557.75
439,12965.91
586,17890.73
53,13628.74
572,1487.04
32,20215.19
336,15769.36
275,11251.76
247,8801.48
260,14303.62
423,12556.94
136,9260.27
139,12789.64
411,28525.47
869,24829.50
425,8566.71
864,13981.35
672,19582.89
825,11787.33
316,13816.56
403,22775.93
731,14611.79
256,20000.10
654,22076.90
332,11974.85
628,13527.24
33,12574.66
422,14981.52
885,16801.69
549,15803.59
185,18084.77
215,15716.49
653,15262.54
380,13583.47
130,17347.36
23,20163.52
486,13913.18
612,21217.71
625,19150.96
617,17287.54
765,8533.95
552,7097.10
887,10668.28
959,8979.49
819,17177.98
314,6674.68
386,16007.16
817,19310.50
426,22507.38
433,17645.85
364,22054.11
877,11473.23
169,1150.37
299,10795.48
345,9831.17
605,15002.19
92,10212.43
541,14996.72
971,16712.78
660,15843.73
437,7401.91
910,11710.57
236,13261.44
941,13572.48
957,16899.27
998,26527.95
949,22058.35
197,12910.30
135,18612.96
999,16420.95
493,14369.06
707,12625.13
665,18398.04
454,17834.51
759,16362.59
482,25013.68
879,14190.62
227,11755.46
500,13259.20
73,12259.95
311,12924.80
103,10891.51
875,11918.91
239,6019.18
121,17630.74
420,16976.15
561,10697.50
845,13577.64
755,10297.47
196,14481.68
291,20001.83
15,13484.75
859,15280.73
842,9143.86
767,18078.93
61,9378.30
244,18340.35
602,19946.36
691,22562.00
468,18389.07
697,14610.09
721,14108.28
251,13758.87
705,28467.01
104,9048.99
960,11125.65
171,12808.47
397,8610.81
604,13482.21
427,11560.09
786,23938.81
347,11722.38
179,3784.61
562,14284.97
636,13964.84
321,21915.63
105,19620.90
402,16430.35
804,20716.55
445,15332.22
866,14388.77
889,18234.90
991,12065.07
467,36885.54
776,17430.22
327,12401.53
253,7790.91
14,25082.68
692,15297.27
581,21142.49
109,13330.94
133,27992.54
724,14259.10
372,17982.67
339,18046.42
600,10054.71
772,15025.71
335,16489.65
603,14125.02
591,9442.02
808,7178.69
383,22368.25
301,7743.16
7,16317.48
757,17836.63
771,11516.18
827,17960.28
254,13141.13
377,7210.57
952,16200.20
159,20766.46
432,15251.96
857,18455.26
986,14407.13
619,21009.47
890,9815.32
20,15177.48
319,22385.87
1,7118.78
76,11235.90
517,18957.28
129,14193.33
203,16252.72
789,6363.69
346,14114.83
71,19683.32
267,10982.09
68,13282.69
773,8447.33
146,10854.66
80,24517.57
861,7643.79
511,19321.78
162,19046.92
738,5805.95
797,23427.21
582,23702.74
943,13789.71
330,11243.26
751,5790.17
237,8270.25
451,32122.44
262,14692.57
323,19511.66
337,14779.86
348,12234.68
504,18188.25
399,10888.71
238,16828.50
112,15979.68
560,24921.25
547,19591.57
818,14860.13
613,19663.07
268,22644.41
737,20375.83
569,14828.03
124,12242.30
615,16028.74
452,14824.13
798,13219.26
830,13915.40
200,10153.11
988,34615.51
964,11773.37
601,19251.89
590,7427.52
82,9209.23
990,23845.73
202,13191.36
685,24119.11
905,17847.45
973,6307.08
610,8632.45
79,18951.83
678,23214.49
812,10213.09
579,14518.69
510,5467.17
17,13243.77
198,10188.17
212,15188.43
28,15835.27
404,10183.11
720,13855.12
997,21116.54
917,15909.14
489,19155.49
515,14098.32
1000,20359.00
616,11853.52
83,15253.17
706,18423.70
63,9422.30
516,11147.75
571,6150.50
216,20102.84
395,15205.05
666,7869.38
956,25373.77
542,13697.53
295,17327.14
882,20042.46
958,10910.44
213,13620.71
694,20558.17
955,10360.02
274,11703.47
163,18356.12
801,16599.16
223,12946.62
669,10396.17
833,24758.25
352,10375.09
362,6125.62
221,31149.15
752,28118.35
688,18167.97
594,20371.50
460,8931.15
499,10539.95
265,21111.03
111,4379.71
851,16437.77
16,6449.22
968,20462.65
62,11348.09
893,19176.75
993,16127.78
326,18024.25
568,16277.65
371,21075.72
805,12692.70
655,15439.50
413,9998.31
649,6308.24
100,12297.46
183,15533.94
925,11327.04
150,11361.01
656,19558.63
421,12101.55
429,13724.84
25,15518.54
835,19065.25
141,16330.69
122,9876.64
648,25786.00
570,19452.32
923,29542.13
995,19816.94
434,15697.19
211,12995.89
901,16059.51
530,22589.60
536,11547.04
928,18764.25
465,6922.56
449,22629.19
64,8309.05
520,24011.94
55,15598.20
148,13847.86
790,16470.66
828,3723.19
